Slope_Angle,Elevation,Soil_Type,Rainfall_72h,Soil_Saturation,Landslide_Risk
48.8,482.7,3,226.0,19.9,52.0
20.9,1563.6,1,174.2,30.2,49.2
22.5,2057.7,3,318.4,72.6,41.1
29.0,1247.8,1,242.9,28.2,71.7
49.2,1349.0,1,133.6,24.1,71.9
12.5,161.0,1,83.5,28.1,18.1
34.2,1903.2,1,24.9,20.3,40.3
35.9,635.1,2,57.9,36.4,39.2
30.6,1357.0,2,347.4,38.0,65.4
4.9,2154.3,1,142.4,57.4,36.6
34.0,1314.2,2,314.5,52.3,75.9
3.7,1597.1,2,59.7,55.3,12.3
30.0,985.2,2,148.9,67.4,61.4
37.1,142.2,1,336.2,34.6,87.4
10.9,1756.7,1,31.9,26.4,6.6
42.2,86.6,1,207.9,89.7,99.5
2.0,1544.4,1,321.7,68.9,58.6
42.3,60.2,2,332.4,20.2,80.6
23.3,1898.4,2,296.1,96.7,73.6
11.3,355.2,1,299.6,73.9,64.9
7.1,1136.3,1,228.3,27.9,42.8
47.7,1317.8,1,77.1,97.4,84.5
4.1,1012.0,3,255.7,46.1,29.2
10.4,756.3,1,342.4,98.7,70.1
17.7,1034.5,2,184.1,23.8,43.6
31.2,692.0,2,91.2,28.6,39.8
27.5,969.5,1,200.7,70.9,81.5
6.7,796.0,3,241.7,16.9,24.3
14.8,1250.0,2,72.9,16.6,16.7
12.3,531.1,2,251.7,82.3,60.4
11.1,2175.2,2,205.6,29.3,39.9
20.9,1106.9,2,214.3,93.1,72.1
35.3,435.2,1,107.1,51.2,64.7
11.3,1054.8,1,54.3,89.3,36.0
18.7,1907.4,2,218.2,50.5,52.4
19.9,57.8,3,205.2,60.1,40.7
48.8,1498.2,1,118.3,41.9,71.1
47.8,1210.0,2,103.6,70.9,69.8
40.1,381.3,2,121.5,42.0,65.0
12.5,1800.3,1,171.5,34.0,39.9
3.9,817.9,2,341.2,21.9,38.8
16.2,653.4,2,267.2,19.9,48.9
13.7,1823.6,2,298.1,41.0,46.4
25.5,1408.4,2,177.0,77.6,67.1
39.0,1977.2,1,184.1,32.5,80.6
43.0,1389.4,2,71.5,40.4,53.5
42.3,1632.4,2,252.4,91.9,99.5
18.3,1841.8,2,147.6,69.3,49.3
34.5,129.9,1,259.9,93.2,99.5
16.0,1709.5,2,143.2,92.5,51.9
3.5,1354.0,3,38.0,20.4,1.6
35.2,162.2,1,60.6,96.2,70.1
1.0,1123.8,2,284.0,19.4,37.5
20.8,190.6,2,90.5,93.7,44.7
16.8,1621.7,1,92.5,61.5,39.5
34.8,1206.8,3,325.3,60.3,54.2
38.4,2098.3,1,230.2,75.6,99.5
15.6,411.1,1,40.0,89.7,37.7
40.7,1337.2,1,50.3,67.4,68.9
15.0,473.4,1,95.3,51.2,29.5
22.6,1354.8,1,207.9,24.5,62.0
36.5,1592.6,2,263.5,82.1,93.4
34.8,1591.8,1,96.1,25.9,53.3
49.4,1795.0,3,304.7,76.7,59.6
11.6,1879.3,2,38.2,59.9,15.0
33.3,179.2,2,72.7,47.8,45.1
30.7,761.8,2,339.7,67.1,75.5
45.8,1514.8,2,47.2,80.7,63.0
8.2,1101.9,2,310.8,95.0,58.7
37.7,427.6,1,246.4,37.5,88.8
28.6,1220.4,3,25.6,95.5,29.1
14.1,902.3,2,169.3,96.7,55.0
24.0,864.2,1,181.6,84.2,78.0
17.0,1783.4,2,326.2,89.9,66.5
29.2,902.6,2,147.4,73.9,63.7
44.5,67.9,1,156.4,18.3,76.3
28.7,137.2,2,39.4,63.9,38.7
31.8,1885.2,2,223.7,78.5,82.9
26.2,2113.7,2,73.8,95.0,51.1
3.0,1517.6,2,27.1,63.5,12.2
12.0,808.0,3,348.9,82.5,40.9
24.9,2065.5,1,94.4,74.9,54.2
15.9,1461.5,2,49.4,38.9,14.1
9.5,1859.1,1,244.8,28.2,48.1
25.5,1687.2,2,287.6,78.8,74.8
16.5,840.3,1,22.4,34.9,13.0
13.3,1058.4,1,36.9,35.8,10.5
23.5,417.6,2,31.6,69.7,30.6
7.1,649.5,2,16.4,82.1,21.6
46.4,1714.1,1,230.8,64.5,99.5
43.5,1967.8,2,205.9,90.2,96.3
35.5,1596.6,2,232.0,33.0,74.0
5.8,1028.7,1,177.0,36.5,33.8
38.9,199.5,1,286.1,69.1,99.5
40.5,134.7,3,191.3,85.5,60.8
38.5,829.8,2,321.6,60.8,86.8
6.1,1025.8,1,170.0,15.9,32.5
32.4,1344.0,2,276.7,72.5,84.2
41.8,24.2,2,142.6,84.2,82.4
29.1,2177.5,1,152.3,38.5,57.6
32.5,807.0,1,297.1,19.6,80.0
23.2,1867.3,1,37.7,59.0,32.5
26.7,1181.6,3,197.7,18.6,36.4
2.2,295.7,1,254.2,50.4,48.8
32.1,1756.7,1,262.6,16.5,78.3
4.5,1564.5,3,207.0,34.1,23.6
22.0,1165.1,1,156.8,48.0,53.1
15.0,1136.9,2,91.3,24.5,20.5
27.5,201.6,1,318.3,24.7,71.5
7.1,1446.3,2,129.4,85.3,40.3
34.7,2005.6,1,279.6,18.5,80.9
39.9,214.2,1,11.1,73.6,63.1
8.6,587.1,2,81.3,84.2,31.9
5.7,1986.1,2,121.0,26.1,17.3
7.7,632.7,2,235.1,31.6,40.1
43.9,1442.1,2,111.8,69.5,72.3
26.6,1181.3,2,14.5,41.8,22.0
23.6,1316.0,2,60.9,55.5,31.8
5.8,920.6,2,90.7,86.1,32.5
32.7,667.0,2,61.6,26.7,37.5
43.5,116.3,2,71.3,67.7,62.1
41.5,1640.0,2,269.1,95.1,99.5
31.5,1643.9,1,144.2,19.9,61.3
4.2,1478.9,1,141.8,20.1,24.9
6.1,1419.6,1,338.3,62.2,58.1
2.9,543.7,3,156.3,96.6,26.9
13.2,58.9,2,324.7,33.7,41.7
7.2,1781.1,2,104.7,43.1,18.4
13.4,1085.6,1,140.2,23.4,32.0
19.6,682.0,1,138.7,45.8,44.0
47.2,233.2,3,191.1,18.8,47.8
30.7,147.4,3,204.5,48.1,43.2
41.8,774.0,1,86.8,62.2,72.8
35.7,1772.4,2,277.8,97.9,92.2
6.1,2022.0,2,173.8,84.6,48.6
36.9,1973.9,1,2.5,84.9,63.6
14.1,2024.8,2,207.0,34.4,42.8
32.1,1997.9,2,279.3,22.4,67.7
17.4,1164.6,2,87.7,66.3,35.2
49.9,490.5,1,13.3,59.3,57.7
13.5,1757.7,1,282.5,58.9,59.0
14.3,478.0,1,341.7,24.3,50.3
46.6,595.2,1,26.8,57.0,58.8
1.7,520.8,2,328.3,27.8,38.7
35.0,1137.8,1,125.7,50.9,69.3
36.4,714.8,2,329.5,20.3,76.8
41.9,347.6,1,227.1,87.8,99.5
48.7,1002.4,2,311.6,16.1,78.7
48.8,1923.9,2,275.0,94.8,99.5
3.7,1259.5,2,9.8,88.3,16.2
41.2,1933.6,1,22.9,79.0,67.3
32.5,439.0,1,184.0,98.5,93.0
32.5,375.7,1,45.4,19.6,36.5
6.9,1270.5,1,161.4,69.5,49.0
32.7,1024.7,1,334.1,87.2,99.5
49.1,1455.8,1,103.2,25.8,62.2
45.6,1750.2,2,171.1,64.7,81.0
22.2,1655.4,3,134.5,48.5,29.8
2.5,2073.6,1,220.4,52.0,53.7
18.4,882.2,2,67.8,92.6,39.8
41.4,462.0,1,91.0,60.8,73.6
35.2,1216.5,2,300.6,22.9,74.3
23.2,252.5,2,284.0,94.7,75.2
3.2,642.6,3,276.2,30.7,25.4
21.6,465.3,1,269.8,90.9,85.6
23.7,878.5,1,160.8,97.5,72.5
46.5,253.6,1,255.1,89.6,99.5
32.2,79.7,2,135.5,72.6,63.5
15.9,1448.4,3,35.2,78.2,16.7
26.5,1346.4,2,137.7,74.5,57.9
3.8,1561.3,2,55.5,54.1,14.4
48.6,1456.2,2,136.8,38.3,65.7
18.3,260.3,3,104.1,39.2,18.1
24.2,647.5,2,209.7,77.1,71.2
18.1,293.7,1,126.5,68.2,50.6
34.3,1856.1,2,247.0,64.7,81.8
33.3,1645.7,1,179.3,70.5,84.7
35.9,451.3,1,321.8,80.9,99.5
13.8,757.5,1,31.9,78.6,29.6
16.1,2126.9,2,240.7,24.0,45.7
6.7,1311.2,2,235.3,45.9,40.3
32.9,1764.5,1,332.7,37.4,79.9
2.5,589.5,2,130.0,60.8,29.4
30.1,470.0,2,106.9,20.2,43.6
43.5,1726.8,3,60.3,79.8,40.2
44.6,1512.1,2,92.9,24.1,55.4
22.7,1501.3,2,175.7,38.1,49.1
23.2,1220.3,2,293.2,81.5,71.1
4.3,1244.2,1,99.5,19.4,16.3
33.7,1621.2,1,55.2,71.1,55.7
41.2,601.3,2,95.2,93.6,76.6
12.6,782.6,1,35.3,67.5,24.1
21.4,1918.9,1,324.3,75.6,77.9
42.0,686.4,2,305.4,82.3,95.2
43.9,1206.4,1,108.0,33.9,67.4
12.5,1548.8,1,86.4,64.4,31.4
27.8,2199.8,2,316.9,41.3,59.6
10.0,963.3,2,0.6,36.2,4.7
5.5,947.5,2,210.2,31.4,38.9
45.6,1855.3,2,320.6,64.8,92.8
41.1,1774.1,2,178.0,82.5,87.4
38.1,1611.1,1,1.0,89.5,64.7
2.9,1024.5,1,76.6,51.4,17.5
42.3,719.4,1,322.9,46.7,97.7
22.2,1343.1,2,6.0,73.4,28.6
17.4,1928.9,2,138.2,81.3,46.6
27.6,1945.5,2,276.4,36.5,62.8
5.0,247.6,2,293.3,40.3,39.4
38.0,948.1,1,167.2,60.3,88.0
29.3,1027.7,2,81.4,52.8,42.9
9.7,2151.0,2,209.9,75.0,54.0
9.8,1494.8,2,92.3,57.9,23.9
9.6,901.9,2,89.3,24.5,14.4
3.3,67.1,3,282.7,29.1,1.3
29.6,1248.2,2,54.0,91.7,50.2
42.1,220.4,3,1.9,34.3,28.0
1.4,1837.4,1,117.9,19.3,22.2
2.9,1658.0,1,171.8,77.2,49.9
28.9,1018.5,1,246.8,73.1,91.2
41.1,950.0,1,273.4,66.0,99.5
16.7,1975.2,2,232.2,57.7,56.2
17.8,641.7,2,219.3,97.4,69.8
30.0,555.4,2,233.0,25.2,66.2
14.1,2066.8,3,95.0,58.4,17.9
1.8,1782.2,3,133.8,62.9,21.0
36.9,1807.2,1,215.8,16.9,87.9
31.5,437.5,3,22.9,50.0,22.3
29.2,323.8,2,103.4,81.5,57.4
37.2,67.0,2,142.2,55.0,66.3
33.9,529.1,2,186.7,89.4,83.4
10.7,1705.5,1,170.3,69.8,50.9
17.9,535.7,3,251.3,80.1,41.1
6.7,1606.7,2,165.7,83.4,45.7
6.9,561.7,3,316.4,73.6,34.9
34.0,875.7,3,133.1,78.7,45.6
43.0,2163.1,2,183.9,74.1,86.3
48.2,546.1,1,1.1,61.8,58.6
31.6,834.3,1,108.7,63.2,64.7
9.6,669.4,1,303.3,31.1,45.9
5.7,250.1,1,116.8,85.3,42.6
40.7,1082.9,2,88.6,41.5,55.3
29.1,839.3,1,190.2,60.5,78.0
31.1,1531.8,3,27.6,36.2,20.8
39.2,1800.5,2,186.1,74.1,82.7
35.3,1201.9,1,106.3,97.9,81.8
41.8,80.5,2,134.1,83.2,82.4
3.3,1365.4,2,277.0,67.6,49.4
37.5,131.3,2,231.7,63.2,86.8
42.6,1359.8,2,156.1,56.6,74.1
14.7,1510.2,1,202.1,32.4,49.5
32.2,443.1,2,268.4,44.6,75.1
16.1,1804.4,2,261.0,49.5,48.9
47.9,2005.3,2,64.9,95.3,68.9
2.2,1790.7,2,105.3,51.2,22.3
29.2,678.2,1,121.9,64.8,65.0
8.7,1294.7,1,65.6,93.4,32.3
35.8,2013.4,2,4.3,59.1,43.1
9.2,712.3,3,60.9,36.4,5.6
12.2,1805.9,2,282.9,47.4,46.4
25.0,30.8,1,191.1,46.9,65.2
45.8,18.0,1,119.6,75.8,83.9
11.0,1673.8,1,212.9,40.2,49.4
7.6,1677.6,1,258.9,77.1,61.4
38.1,1737.9,2,124.0,90.6,77.7
25.3,2046.8,2,163.1,43.6,49.1
45.6,268.2,1,22.5,26.5,49.0
7.8,518.0,1,209.0,69.3,56.5
32.5,1989.2,1,124.7,45.7,62.6
12.0,398.1,3,151.7,60.4,24.6
8.3,1504.1,2,147.9,68.9,37.8
34.3,1171.7,3,221.3,49.7,49.5
29.9,192.2,2,200.4,93.6,81.3
37.9,634.7,1,147.7,49.0,77.5
15.8,1149.6,1,5.9,41.1,13.7
22.7,1876.6,2,217.3,90.3,74.3
20.6,1559.5,2,307.9,26.6,51.0
49.2,1371.9,2,269.3,25.6,80.1
15.0,1096.3,2,343.6,94.5,64.8
15.1,664.1,2,48.7,32.8,12.6
18.1,271.1,1,77.9,27.6,22.7
28.4,905.9,2,188.7,60.5,67.6
13.0,72.5,2,82.6,19.0,15.5
45.8,472.2,1,12.1,67.7,63.8
13.7,957.1,2,140.8,53.5,35.3
44.8,926.7,2,100.7,69.4,70.1
5.6,107.0,1,92.3,39.1,0.5
33.0,1300.0,2,333.6,92.0,86.1
45.4,1213.8,1,83.5,38.0,59.8
8.9,181.0,1,45.3,69.2,25.5
48.4,2075.5,1,43.9,95.3,75.1
22.9,227.6,1,282.2,49.1,70.8
47.3,1882.1,1,250.2,28.7,90.1
34.0,10.7,1,45.3,20.8,42.7
15.4,1942.2,3,76.9,96.9,25.3
9.8,53.2,1,261.6,79.9,70.1
15.5,1669.6,2,96.1,93.1,41.3
5.1,802.1,1,343.5,74.4,59.1
7.6,1626.7,2,189.2,44.1,37.5
5.7,889.8,1,67.2,25.5,8.2
21.4,165.3,1,300.6,94.0,84.7
39.9,1690.8,1,111.8,56.6,76.0
7.5,166.0,3,101.1,48.7,12.3
7.0,2029.4,2,114.6,64.1,29.2
32.3,121.6,1,268.9,24.1,78.5
10.3,1059.7,1,60.6,41.3,15.5
5.3,1593.4,1,133.6,69.2,40.8
8.8,871.2,1,10.8,23.5,1.6
46.2,485.7,2,289.3,26.5,79.4
41.2,1672.4,2,119.3,58.4,66.5
18.0,1727.6,2,86.9,68.0,35.5
33.0,2030.7,1,203.0,30.9,75.4
27.1,833.8,2,246.7,17.8,61.1
34.0,1118.7,1,284.5,96.5,99.5
34.3,805.3,1,121.7,17.3,58.2
31.6,573.0,2,284.3,15.2,66.3
13.7,1654.8,1,162.7,42.5,42.8
2.4,753.8,2,35.4,33.9,3.8
23.1,947.6,3,296.2,63.8,43.6
44.6,894.0,1,191.7,91.0,99.5
28.7,1570.7,3,210.9,55.9,43.0
41.7,2020.0,1,328.1,80.7,99.5
49.6,1470.2,1,195.7,92.3,99.5
8.6,1042.8,2,2.0,31.1,2.8
34.7,1716.5,2,304.7,56.5,80.0
33.9,1413.7,1,99.7,69.6,67.1
49.0,142.7,2,175.6,43.2,73.9
49.3,219.5,3,71.7,77.9,43.9
34.5,93.0,1,103.9,75.0,71.8
12.6,1010.4,3,240.3,50.8,31.0
40.0,1818.6,2,150.4,22.5,69.2
5.8,695.7,3,219.5,16.0,24.0
39.1,851.3,1,288.3,46.4,96.2
45.6,2001.8,2,119.3,22.0,60.6
19.5,1842.8,1,198.9,81.4,71.5
31.7,1466.5,3,272.2,43.4,44.6
21.8,594.3,2,250.3,71.6,68.1
22.2,266.3,1,188.9,44.4,59.4
15.9,45.2,1,134.2,82.7,51.8
38.2,244.4,2,142.6,90.5,82.4
46.8,650.8,2,151.6,86.2,84.3
47.1,1218.4,1,122.1,56.2,79.1
9.2,150.2,2,244.7,22.1,44.4
43.8,308.3,2,43.9,46.6,50.9
37.0,406.6,1,338.6,51.1,94.1
13.0,1394.0,1,272.6,96.6,72.9
3.8,1358.6,3,104.4,63.1,14.7
13.8,1216.2,1,14.9,69.5,23.4
45.7,558.6,1,249.0,81.5,99.5
31.8,822.8,1,257.0,63.3,88.9
36.2,221.8,3,337.3,65.9,58.1
13.2,505.9,1,88.8,35.9,20.6
36.1,1976.0,2,29.0,20.0,39.4
1.9,2155.5,3,320.3,76.3,35.0
19.1,1428.4,1,90.5,87.1,49.4
31.5,2017.8,2,252.5,50.0,72.9
7.7,1417.6,2,21.2,61.7,10.7
41.2,82.7,2,266.2,41.1,83.6
12.1,2192.9,1,44.5,53.3,20.0
32.8,226.7,2,243.5,32.8,68.8
20.6,1505.0,1,186.3,79.6,73.4
30.0,563.7,1,334.4,56.8,83.7
5.8,868.4,3,12.9,61.5,7.8
1.3,1424.6,1,102.2,18.2,21.3
45.5,965.9,2,24.3,67.9,58.8
13.8,558.7,1,307.7,32.2,51.0
41.1,742.4,1,207.9,47.6,95.9
50.0,758.0,2,187.2,50.1,77.9
11.0,2110.9,1,46.0,53.1,18.3
13.6,1759.0,3,171.2,34.3,23.3
33.3,1014.2,2,139.5,87.3,71.4
48.3,447.6,1,110.5,51.4,75.6
45.8,1786.1,2,270.3,67.0,91.2
25.4,354.2,1,21.4,67.2,36.8
39.9,470.9,1,226.3,66.6,99.5
7.2,811.6,2,288.0,62.5,48.3
48.9,1938.0,1,317.6,84.9,99.5
48.2,298.6,1,261.1,84.1,99.5
8.6,277.7,2,98.9,50.5,20.6
15.3,1091.8,2,210.2,69.0,58.4
5.5,615.3,2,49.5,23.7,4.3
14.0,1255.5,2,41.0,22.7,8.8
40.9,999.1,2,223.5,55.8,87.4
19.2,962.6,2,297.9,91.5,74.5
4.9,255.2,2,23.5,70.2,15.0
17.4,318.9,3,37.1,71.9,18.1
49.1,1808.2,1,198.0,28.4,87.0
31.7,1950.1,2,76.4,53.5,45.0
21.1,524.0,3,214.1,49.1,35.2
8.7,258.5,2,75.1,81.6,31.2
49.3,127.0,3,40.8,26.7,30.0
41.1,1342.2,1,191.0,60.8,97.1
14.4,1576.6,1,301.8,92.5,75.2
4.0,826.5,3,239.8,90.9,40.8
3.3,1498.5,1,286.6,87.4,66.1
6.5,1571.4,2,93.2,46.9,17.5
29.2,2058.4,1,310.1,95.0,98.8
46.5,152.1,2,132.0,83.5,79.9
25.1,431.1,2,298.4,87.3,74.3
42.2,160.1,1,164.9,94.3,99.5
22.6,1910.9,2,93.8,94.6,49.3
35.6,1745.8,2,91.1,35.4,48.1
36.7,1268.5,1,198.7,25.9,83.2
9.1,193.2,2,27.7,73.7,16.6
18.4,608.6,2,325.5,62.9,59.3
32.0,662.0,1,95.0,42.8,51.4
4.0,1238.0,2,117.5,73.2,33.2
18.4,575.1,1,81.7,20.3,27.5
27.0,169.8,1,1.1,19.0,28.7
49.8,1610.4,2,242.4,45.1,84.2
24.0,665.0,2,206.7,31.5,57.4
40.9,1000.7,3,283.4,76.1,60.7
21.9,289.6,1,14.4,95.6,41.4
39.9,1767.6,1,325.0,71.2,99.5
30.0,1248.5,1,115.8,70.7,66.3
44.4,1984.5,2,319.6,15.6,80.4
20.8,1095.1,2,37.5,58.5,22.4
30.4,2071.7,2,260.4,84.5,84.9
31.7,1963.2,1,202.8,70.6,90.3
21.2,1272.4,2,125.4,34.4,33.1
7.6,2055.2,2,27.7,87.1,22.3
5.1,717.6,3,211.7,97.0,35.0
1.3,810.8,1,9.3,38.7,0.5
43.7,109.6,2,175.4,32.6,74.0
12.2,1300.3,2,211.5,43.8,43.7
11.0,1591.0,2,256.4,20.4,41.9
36.9,1704.0,1,347.0,89.2,99.5
16.3,338.1,3,91.0,94.0,27.6
25.5,982.7,1,112.8,68.8,57.7
8.5,397.3,1,119.4,80.0,42.8
48.0,1460.1,2,256.1,71.8,94.1
42.7,355.9,2,326.1,47.1,86.5
43.3,1990.1,2,341.0,68.7,91.4
20.6,515.1,1,331.0,86.1,79.8
38.2,648.2,2,307.8,83.8,94.0
7.6,1873.5,2,346.8,21.9,37.3
0.9,1014.0,1,131.6,54.3,31.7
1.5,62.6,3,331.9,48.8,2.0
29.5,1093.1,3,266.4,78.9,52.7
23.0,195.1,2,59.0,57.6,29.6
26.1,2167.9,1,15.9,44.7,28.6
0.9,1298.0,3,75.1,75.0,17.5
21.4,571.8,1,272.6,55.3,70.4
36.0,1244.5,1,221.1,36.8,82.7
22.4,178.3,1,78.5,90.7,53.5
36.7,1761.8,1,259.7,24.6,84.9
12.0,2036.5,2,49.5,16.5,9.9
40.8,1925.0,2,287.6,27.2,79.4
29.6,758.4,3,278.0,28.9,44.3
10.9,723.4,1,340.4,60.7,59.0
12.2,86.8,2,52.6,68.1,23.1
31.6,1436.6,3,317.3,53.1,47.8
41.6,1181.4,2,119.4,32.4,60.7
21.1,1016.0,2,145.6,26.2,37.6
13.3,1997.7,1,164.0,56.8,48.3
43.4,377.7,2,219.4,63.1,89.6
33.6,31.2,1,348.2,40.8,85.0
22.7,170.6,2,210.0,33.7,54.4
24.7,499.2,2,324.4,21.9,57.0
10.6,82.9,2,89.3,17.2,17.0
31.5,1111.2,2,139.4,24.0,51.6
18.3,697.9,2,176.6,78.1,58.0
49.8,405.3,1,113.0,44.2,71.5
24.3,1652.7,2,341.9,17.3,56.4
24.6,457.7,2,254.0,58.2,65.8
28.5,1515.9,1,167.6,60.6,70.2
45.9,774.9,1,263.0,51.4,99.5
40.1,1130.9,1,163.6,24.4,81.6
22.8,2055.2,2,6.0,79.2,33.8
36.1,91.8,3,190.1,73.6,55.7
29.5,1105.6,1,218.8,48.6,80.9
24.9,1881.2,2,343.4,47.4,61.7
10.0,1297.7,2,14.3,28.3,4.3
23.5,616.3,1,179.2,79.1,71.7
12.7,880.9,3,34.4,66.0,12.8
45.8,1499.8,1,52.1,22.3,52.8
17.1,1960.9,3,213.7,47.1,33.7
47.6,99.9,1,81.0,91.8,81.4
26.9,166.7,1,262.2,53.5,78.7
31.8,721.9,1,180.0,42.6,71.2
27.4,519.8,1,76.4,69.7,53.5
6.9,590.2,2,172.8,32.3,29.7
19.1,494.6,1,0.3,59.5,21.6
5.4,438.9,2,302.0,71.9,50.8
31.3,296.1,1,4.4,87.7,54.1
22.6,2055.4,2,2.5,73.9,30.7
39.0,325.8,2,214.0,47.7,85.1
11.4,457.6,2,340.7,80.3,61.2
8.6,549.3,1,299.6,91.4,68.6
20.6,2053.3,2,88.2,55.6,31.7
46.4,1665.0,1,68.8,15.4,56.8
35.7,1739.4,1,219.1,89.9,99.5
21.2,239.4,2,287.9,29.1,52.7
26.1,1841.5,3,126.7,25.7,24.1
4.7,903.9,3,151.3,41.2,16.6
49.2,585.6,2,40.4,47.3,52.0
33.5,1270.9,2,53.5,82.9,55.4
14.6,1810.6,3,198.9,48.1,30.4
29.5,1715.2,2,35.9,19.1,28.2
5.9,1959.1,2,70.7,69.1,20.7
48.3,2042.6,3,82.1,72.1,43.9
9.2,531.5,1,155.4,84.2,52.6
32.6,938.2,1,16.0,48.9,42.1
12.6,42.0,2,174.9,22.3,35.6
36.0,1935.7,1,325.0,62.0,96.1
39.0,348.5,1,8.6,25.3,46.9
33.8,1896.6,2,220.8,16.5,69.4
30.9,731.4,2,292.5,81.2,82.7
44.7,816.2,3,109.4,49.3,43.1
4.4,95.7,1,46.0,59.6,1.3
16.9,725.9,1,15.2,71.3,26.1
12.8,1955.5,1,225.4,49.1,56.3
49.4,65.9,2,193.3,19.3,73.5
19.8,899.9,2,80.3,36.5,24.5
36.8,78.8,2,291.1,31.5,77.4
34.4,822.3,1,257.4,98.1,99.5
11.0,388.1,2,96.8,77.9,33.4
12.3,562.4,2,263.7,53.4,49.7
14.4,1931.9,1,85.7,20.4,21.4
20.9,964.9,2,236.3,24.8,52.3
12.1,609.6,2,41.5,84.1,27.5
1.5,1300.7,3,242.3,95.4,36.1
44.0,321.2,2,83.6,17.7,54.1
48.3,578.1,2,200.4,92.4,96.9
17.4,1206.3,3,60.4,47.3,11.5
17.3,530.2,2,254.1,33.2,48.8
0.9,1497.3,3,21.3,23.7,0.6
34.2,1086.4,1,57.9,80.6,63.0
41.4,1700.7,2,64.4,54.9,57.1
7.8,2086.7,2,14.5,85.8,17.8
8.4,263.6,2,260.8,34.2,38.8
39.6,742.9,1,343.3,72.7,99.5
31.0,709.8,1,272.4,25.0,73.5
2.7,341.1,1,301.2,22.6,42.0
31.3,1784.6,1,2.1,26.3,31.4
15.8,1674.1,1,41.3,83.8,34.6
18.8,1070.9,2,195.7,70.7,59.4
38.6,1187.7,3,342.3,29.1,49.2
40.6,140.4,2,231.2,47.7,83.2
20.3,1226.6,2,130.9,79.9,50.6
47.4,1743.0,3,51.2,39.3,31.9
20.6,1266.7,2,53.5,93.3,38.8
38.7,591.0,1,127.0,92.7,94.1
24.5,1471.9,1,249.8,62.0,77.1
44.9,801.7,3,11.1,68.7,35.0
45.4,1203.3,1,298.3,70.5,99.5
4.8,1077.8,2,329.5,37.0,40.2
46.9,844.8,1,311.1,46.1,97.4
41.4,1584.3,3,319.6,26.6,49.4
39.7,1945.7,2,5.4,93.6,60.4
10.4,21.4,2,342.2,76.5,55.8
40.4,2054.6,1,128.2,18.9,71.0
42.6,1130.2,1,304.2,61.7,99.5
14.8,1544.6,2,65.4,44.2,17.1
47.6,1883.8,3,156.3,84.3,55.4
3.0,1033.0,2,15.5,44.2,5.9
7.9,1838.6,3,14.0,69.8,9.2
27.1,399.0,2,330.1,29.1,59.6
29.0,358.6,2,283.7,62.5,71.2
32.4,1449.9,2,185.4,40.0,62.9
1.3,1915.6,1,183.9,29.0,34.4
48.0,1964.4,1,262.1,67.6,99.5
2.7,1419.8,3,119.6,69.3,20.6
7.6,1160.8,3,266.7,98.6,38.6
1.2,735.8,2,169.8,71.9,41.0
28.6,2156.2,1,223.3,58.8,79.3
46.6,710.1,1,337.7,92.6,99.5
33.5,1639.8,3,165.0,85.4,49.8
41.2,1175.0,1,146.4,61.6,86.6
1.2,1342.6,2,317.0,58.5,45.2
27.3,871.7,1,315.9,95.1,92.4
23.2,2123.0,2,347.3,67.5,66.4
25.2,1262.0,2,192.8,75.7,66.0
4.1,2063.8,1,120.5,22.4,19.6
34.4,26.6,1,84.1,76.1,68.2
25.4,1264.1,3,11.9,37.5,14.2
38.4,1580.6,2,254.4,24.8,76.4
24.5,1641.7,2,81.7,87.2,47.0
7.9,1991.9,2,212.3,73.8,52.4
32.6,19.6,1,320.8,49.6,86.0
9.0,10.7,1,332.6,51.7,51.9
43.7,1044.3,2,1.5,31.8,42.0
30.8,74.2,1,111.0,15.8,49.9
8.3,2144.2,2,293.1,44.7,44.9
48.1,496.3,2,187.8,27.6,73.4
26.2,1045.1,1,282.6,50.8,75.8
4.1,143.9,2,298.7,85.9,58.0
31.5,1153.3,1,154.9,24.8,64.5
13.0,842.1,1,125.6,22.8,26.7
40.3,107.8,2,159.4,91.7,86.0
41.0,743.9,2,228.5,78.3,97.5
49.0,867.2,1,128.5,19.5,72.6
25.3,2177.9,2,271.2,21.8,57.3
23.0,465.3,2,316.4,73.2,64.2
37.8,1203.1,1,98.8,46.5,65.2
7.1,2172.2,2,337.7,76.6,51.8
27.6,1744.5,3,218.0,49.4,42.0
27.5,2185.5,2,307.4,97.3,81.5
4.9,2130.6,1,36.4,74.0,20.1
21.2,1082.1,2,88.0,19.0,29.1
42.7,1535.1,2,112.4,43.1,61.0
42.9,251.9,1,106.0,62.9,76.2
5.4,976.1,1,60.2,27.1,9.4
5.0,1781.8,1,303.9,15.2,44.3
13.5,1116.7,1,146.5,21.7,33.6
43.8,1548.9,1,337.1,59.6,99.5
6.9,1643.2,2,204.2,68.7,48.2
36.1,565.1,1,48.4,22.9,47.9
5.5,1927.8,3,191.1,71.5,32.6
31.3,1017.0,2,347.7,67.5,77.3
18.1,470.3,3,197.8,94.9,43.2
39.6,1905.3,2,0.7,86.5,57.7
12.1,925.0,1,326.6,95.2,70.7
32.1,1653.2,2,82.2,97.1,61.5
12.2,1210.2,2,241.0,52.5,49.2
35.8,846.3,1,180.3,56.5,83.1
43.7,1783.6,1,113.9,38.9,69.4
6.8,1290.0,1,98.9,58.2,28.0
43.4,865.3,1,325.1,27.8,89.8
29.9,250.0,1,319.2,72.1,92.3
